739066044	410	False	200
739067178	478	False	200
739067803	417	False	200
739068427	478	False	200
739069061	414	False	200
739069686	404	False	200
739070320	479	False	200
739070947	230	False	200
739071573	578	False	200
739072197	249	False	200
739072821	685	False	200
739073451	173	False	200
739074077	2736	False	200
739074703	375	False	200
739075327	484	False	200
739075950	381	False	200
739076575	481	False	200
739077199	384	False	200
739077823	512	False	200
739078450	421	False	200
739079075	422	False	200
739079699	386	False	200
739080322	410	False	200
739080947	491	False	200
739081571	378	False	200
739082196	471	False	200
739082824	408	False	200
739083449	2131	False	200
739084074	478	False	200
739084698	371	False	200
739085322	452	False	200
739085948	427	False	200
739086573	136	False	200
739087197	426	False	200
739087820	336	False	200
739088446	402	False	200
739089069	396	False	200
739089694	480	False	200
739090317	427	False	200
739090944	379	False	200
739091567	399	False	200
739092191	474	False	200
739092814	397	False	200
739093440	569	False	200
739094066	459	False	200
739094694	415	False	200
739095317	410	False	200
739095941	472	False	200
739096565	598	False	200
739097190	490	False	200
739097815	479	False	200
739098441	385	False	200
739099064	484	False	200
739099688	433	False	200
739100313	575	False	200
739100937	292	False	200
739101561	499	False	200
739102184	493	False	200
739102810	477	False	200
739103433	354	False	200
739104059	417	False	200
739104683	404	False	200
739105306	193	False	200
739105935	417	False	200
739106561	504	False	200
739107184	368	False	200
739107808	485	False	200
739108769	459	False	200
739109393	355	False	200
739110018	442	False	200
739110643	354	False	200
739111267	371	False	200
739112540	533	False	200
739113162	356	False	200
739113792	418	False	200
739114416	1740	False	200
739115042	479	False	200
739115677	479	False	200
739116312	424	False	200
739116946	478	False	200
739117575	443	False	200
739118205	487	False	200
739118838	480	False	200
739119462	407	False	200
739120086	484	False	200
739120712	475	False	200
739121336	195	False	200
739121966	486	False	200
739122596	347	False	200
739123226	469	False	200
739123851	461	False	200
739124474	452	False	200
739125098	431	False	200
739125722	406	False	200
739126345	414	False	200
739126972	498	False	200
739127596	376	False	200
739128220	400	False	200
739128844	429	False	200
739129469	2098	False	200
739130094	471	False	200
739130720	473	False	200
739131345	420	False	200
739131969	464	False	200
739132592	451	False	200
739133221	401	False	200
739133846	409	False	200
739134473	692	False	200
739135736	241	False	200
739136360	479	False	200
739136984	433	False	200
739137609	366	False	200
739138231	189	False	200
739138857	414	False	200
739139482	1472	False	200
739140106	550	False	200
739140734	391	False	200
739141359	576	False	200
739141982	391	False	200
739142608	425	False	200
739143232	395	False	200
739143855	516	False	200
739144480	375	False	200
739145105	623	False	200
739145735	410	False	200
739146360	439	False	200
739146985	472	False	200
739147610	575	False	200
739148234	290	False	200
739148860	409	False	200
739149484	412	False	200
739150108	473	False	200
739150735	436	False	200
739151363	306	False	200
739151987	453	False	200
