739372177	470457	0
739372524	-1	-17
739372831	-1	-17
739373180	-1	-17
739373489	40862336	9
739373836	-1	-17
739374141	781597	105
739374489	-1	-17
739374795	-1	-18
739375142	756061	67
739375446	451240	67
739375792	-1	-17
739376096	1903376	24
739376444	-1	-17
739376748	323484	109
739377095	-1	-17
739377400	-1	-17
739377747	752747	54
739378057	1011921	1
739378403	-1	-17
739378713	-1	-17
739379065	-1	-17
739379369	-1	-18
739379717	-1	-17
739380021	-1	-17
739380370	1241753	1
739380680	733484	66
739381028	-1	-17
739381334	-1	-17
739381682	-1	-17
739381987	-1	-17
739382338	-1	-17
739382644	302414	79
739382990	646835	20
739383295	1140663	22
739383642	-1	-17
739383947	-1	-17
739384298	416505	63
739384603	-1	-17
739384953	-1	-17
739385258	-1	-17
739385613	187870	76
739385922	2000364	50
739386270	-1	-17
739386585	-1	-17
739386938	-1	-17
739387242	363191	80
739387595	603906	66
739387904	381832	67
739388256	-1	-17
739388561	425148	64
739388909	759483	125
739389219	608317	66
739389570	1946864	82
739389880	-1	-17
739390226	675101	62
739390531	449957	36
739390880	-1	-17
739391184	1508129	0
739391530	-1	-17
739391835	772018	0
739392182	964083	38
739392491	302102	64
739392837	713303	21
739393142	1209041	19
739393489	-1	-17
739393795	-1	-17
739394141	-1	-17
739394446	-1	-17
739394797	689780	69
739395107	785283	20
739395454	-1	-17
739395763	-1	-17
739396111	-1	-17
739396415	707928	26
739397565	-1	-10
739398371	605937	56
739398802	582604	50
739398912	-1	-17
739399030	2161439	57
739399271	-1	-15
739399622	-1	-17
739399933	-1	-17
739400287	508100	53
739400597	485598	58
739400949	-1	-17
739401261	-1	-18
739401611	-1	-17
739401923	-1	-17
739402274	-1	-17
739402585	-1	-17
739402938	904877	21
739403254	-1	-17
739403806	-1	-18
739404160	949715	68
739404475	-1	-18
739404834	592864	38
739405149	565315	63
739405503	814614	64
739405828	-1	-17
739406121	-1	-17
739406436	171896	64
739406796	-1	-17
739407117	-1	-17
739407471	5372430	54
739407786	2141856	61
739408140	-1	-18
739408456	9410965	40
739408814	618936	46
739409130	-1	-17
739409486	-1	-17
739409801	375320	34
739410155	-1	-17
739410470	624049	78
739410823	1134892	38
739411138	320569	46
