739152560	93547928	191
739153185	82960320	193
739153809	37515144	191
739154434	29041006	190
739155060	219841264	191
739155683	32234708	192
739156307	11176427	191
739156933	34511640	190
739157556	-1	-18
739158179	-1	-18
739158803	-1	-18
739159429	47276872	192
739160052	36218012	191
739160681	-1	-18
739161306	-1	-18
739161936	-1	-18
739162559	-1	-18
739163190	43022316	193
739163824	30364162	191
739164449	41558156	192
739165076	33308954	192
739165704	9902691	192
739166326	44233976	191
739166949	94758288	192
739167573	29040678	192
739168200	11909040	192
739168823	17188284	192
739169448	56805632	192
739170072	60228288	192
739170698	-1	-18
739171321	41873972	190
739171946	26777284	190
739172569	107762952	191
739173193	56512828	191
739173817	264897328	191
739174443	38840400	191
739175067	16516906	190
739175694	37904016	191
739176318	-1	-18
739176941	86214792	190
739177568	31860910	191
739178191	64095000	190
739194740	46087748	191
739195368	38635960	191
739195992	16442748	190
739196620	-1	-18
739197248	-1	-18
739197872	25562886	191
739198497	186311808	191
739199122	16884662	192
739199745	-1	-18
739200374	-1	-18
739200999	-1	-18
739201623	27722682	190
739202254	15635802	190
739202880	21364376	191
739203509	-1	-18
739204136	12992816	191
739204770	-1	-18
739205396	20224314	191
739206025	82644608	191
739206658	11960838	192
739207290	12893813	191
739207917	140912624	193
739208541	70233592	192
739209173	-1	-18
739209802	-1	-18
739210439	20076752	192
739211071	17873100	191
739211710	-1	-18
739212358	-1	-15
739212990	-1	-18
739213619	10718685	190
739214249	-1	-18
739214888	107772008	190
739215516	-1	-18
739216145	-1	-18
739216784	15714192	191
739217439	29156106	194
739218071	23512336	190
739218696	93151200	190
739219335	14714916	190
739219964	19116528	190
739220587	46282160	190
739221215	90469120	192
739221852	44322256	190
739222481	169092032	190
739223104	467835520	190
739223734	-1	-18
739224357	47999132	191
739224983	32425260	190
739225606	30364240	191
739226229	63905320	191
739226855	50421864	191
739227484	70459968	191
