740102610	2575	True	200
740102924	3006	True	200
740103248	2986	True	200
740103573	2965	True	200
740103895	2579	True	200
740104209	3022	True	200
740104533	3007	True	200
740104848	2599	True	200
740105175	2600	True	200
740105490	3004	True	200
740105813	3002	True	200
740106127	3009	True	200
740106450	3000	True	200
740106765	3006	True	200
740107088	2976	True	200
740107402	3004	True	200
740107725	3004	True	200
740108044	2598	True	200
740108366	2627	True	200
740108681	3002	True	200
740109004	3010	True	200
740109318	3002	True	200
740109640	2609	True	200
740109954	3002	True	200
740110277	2997	True	200
740110592	3011	True	200
740110916	-1070740	True	200
740111231	2978	True	200
740111553	2984	True	200
740111868	2993	True	200
740112190	2593	True	200
740112504	2967	True	200
740112827	2980	True	200
740113141	2989	True	200
740113464	3000	True	200
740113778	3005	True	200
740114101	3013	True	200
740114420	2601	True	200
740114744	2990	True	200
740115058	2605	True	200
740115381	3011	True	200
740115696	3000	True	200
740116018	2587	True	200
740116334	2979	True	200
740116656	2597	True	200
740116970	3022	True	200
740117293	2994	True	200
740117608	2987	True	200
740117930	2992	True	200
740118244	2982	True	200
740118567	2617	True	200
740118883	3011	True	200
740119205	2994	True	200
740119520	2982	True	200
740119842	2983	True	200
740120156	2601	True	200
740120478	3002	True	200
740120792	3018	True	200
740121115	2968	True	200
740121429	3005	True	200
740121752	2991	True	200
740122066	2993	True	200
740122389	2991	True	200
740122704	2578	True	200
740123026	2600	True	200
740123340	2600	True	200
740123663	3002	True	200
740123977	3011	True	200
740124300	2998	True	200
740124614	2616	True	200
740124937	2990	True	200
740125251	2578	True	200
740125573	2972	True	200
740125888	2983	True	200
740126210	2990	True	200
740126525	3011	True	200
740126849	2583	True	200
740127165	2996	True	200
740127488	2995	True	200
740127802	2571	True	200
740128125	2970	True	200
740128440	3003	True	200
740128763	2986	True	200
740129077	2997	True	200
740129400	2982	True	200
740129714	2577	True	200
740130038	2574	True	200
740130357	2582	True	200
740130682	2998	True	200
740130996	2977	True	200
740131299	2999	True	200
740131613	3000	True	200
740131936	2574	True	200
740132250	2984	True	200
740132576	2591	True	200
740132890	2989	True	200
740133212	2969	True	200
740133527	2989	True	200
740133849	2963	True	200
740134169	2577	True	200
740134491	2980	True	200
740134807	2588	True	200
740135130	2601	True	200
740135444	2972	True	200
740135767	2982	True	200
740136081	2996	True	200
740136404	2988	True	200
740136718	2598	True	200
740137041	2606	True	200
740137356	3006	True	200
740137679	2606	True	200
740137993	3003	True	200
740138316	2969	True	200
740138632	3017	True	200
740138955	2991	True	200
740139269	2590	True	200
740139591	2590	True	200
740139906	-1070735	True	200
740140234	3014	True	200
740140549	3012	True	200
740140871	2988	True	200
