739411451	199
739411766	201
739412125	198
739412439	200
739412794	199
739413108	198
739413467	197
739413789	197
739414143	196
739414467	196
739414820	195
739415136	195
739415491	196
739415806	197
739416159	196
739416474	196
739416827	196
739417142	196
739417500	195
739417814	196
739418170	195
739418489	196
739418842	197
739419157	195
739419459	197
739419775	198
739420129	198
739420444	196
739420804	196
739421122	196
739421475	196
739421792	195
739422146	197
739422461	198
739422815	196
739423140	197
739423494	197
739423810	195
739424166	197
739424481	195
739424834	198
739425148	198
739425504	196
739425819	195
739426172	196
739426487	195
739426841	196
739427155	195
739427508	199
739427823	196
739428176	196
739428490	197
739428844	195
739429161	198
739429515	196
739429829	195
739430183	196
739430498	196
739430851	194
739431166	196
739431519	195
739431834	195
739432187	195
739432502	197
739432858	196
739433173	196
739433526	198
739433841	195
739434194	197
739434508	196
739434861	197
739435176	196
739435529	196
739435844	196
739436199	195
739436514	196
739436867	196
739437187	195
739437545	197
739437859	196
739438213	196
739438527	197
739438881	196
739439195	197
739439549	197
739439866	196
739440220	195
739440535	196
739440888	196
739441203	196
739441557	195
739441872	196
739442225	198
739442539	196
739442893	195
739443207	197
739443563	195
739443878	195
739444232	196
739444546	195
739444848	195
739445174	195
739445527	195
739445842	196
739446195	195
739446509	196
739446863	194
739447180	196
739447533	195
739447847	195
739448201	195
739448515	195
739448869	194
739449183	197
739449536	196
739449851	195
739450204	197
739450518	195
739450874	196
739451189	195
739451542	197
739451857	195
739452158	196
739452479	196
739452787	195
739453101	195
739453412	195
739453727	195
739454081	195
739454409	196
739454762	196
739455078	197
739455379	195
739455699	196
739456053	196
739456368	196
739456726	195
739457049	196
739457402	197
739457716	196
739458077	197
739458394	195
739458703	196
739459028	198
739459388	195
739459705	196
739460059	196
739460374	197
739460727	197
739461043	196
739461397	197
739461715	196
739462069	195
739462392	197
739462746	197
739463062	195
739463416	196
739463730	196
739464083	196
739464398	195
739464757	197
739465071	197
739465432	200
739465747	197
739466101	196
739466421	-1
739466775	199
739467091	196
739467445	199
739467761	198
739468120	198
739468436	195
739468789	200
739469108	195
739469462	197
739469777	198
739470130	200
739470446	196
739470805	199
739471128	198
739471481	201
739471796	199
739472149	196
739472466	197
739472821	196
739473140	197
739473500	198
739473815	196
739474119	200
739474443	197
739474797	197
739475116	196
739475470	197
739475791	196
739476149	198
739476467	197
739476820	197
739477135	197
739477488	197
739477804	196
739478157	196
739478483	196
739478843	196
739479159	198
739479519	197
739479833	197
739480189	196
739480509	197
739480862	196
739481177	196
