739411493	893005	65
739411813	1680091	125
739412167	330835	54
739412481	-1	-18
739412836	-1	-18
739413155	-1	-18
739413516	969568	43
739413831	-1	-17
739414194	-1	-15
739414509	675973	63
739414864	-1	-17
739415178	-1	-17
739415532	336367	63
739415847	910046	31
739416201	1028539	0
739416515	-1	-17
739416869	628689	51
739417188	445895	66
739417542	608857	39
739417856	-1	-17
739418216	738610	27
739418531	196082	65
739418884	274971	45
739419204	295630	102
739419502	1762244	58
739419817	1747119	50
739420171	674894	60
739420492	593424	56
739420849	-1	-14
739421164	910122	57
739421517	-1	-18
739421834	1388054	67
739422188	622212	17
739422503	293237	49
739422867	445769	229
739423182	406043	58
739423537	-1	-18
739423853	268917	84
739424209	1420522	0
739424523	468742	0
739424876	782850	59
739425190	776079	56
739425546	393224	12
739425860	10089026	63
739426214	1484502	61
739426528	599770	58
739426882	-1	-17
739427197	765326	65
739427550	992729	61
739427864	558579	46
739428218	696048	45
739428532	2122623	64
739428886	1308337	58
739429203	850774	42
739429557	754142	34
739429871	1101623	53
739430224	776655	52
739430539	979329	55
739430893	249393	44
739431207	781125	61
739431561	372439	63
739431875	277372	57
739432229	1934188	12
739432546	393689	56
739432900	754349	51
739433215	2883525	61
739433568	699971	39
739433882	381945	35
739434236	655319	62
739434550	750922	59
739434903	388087	60
739435217	1850661	55
739435571	994616	52
739435885	1269943	63
739436241	1138300	63
739436556	476710	64
739436914	680261	58
739437233	534851	53
739437587	363287	58
739437901	-1	-18
739438254	688872	61
739438569	1959357	50
739438922	382943	56
739439237	776764	57
739439591	651860	58
739439908	1080135	60
739440262	698703	74
739440577	-1	-17
739440930	1345492	61
739441245	730608	64
739441599	449910	44
739441913	346636	59
739442266	-1	-17
739442580	-1	-17
739442934	1190318	59
739443249	-1	-17
739443605	-1	-17
739443919	407443	1
739444273	872242	64
739444592	-1	-17
739444900	-1	-17
739445215	652925	58
739445569	969483	63
739445883	9378825	46
739446236	-1	-17
739446550	-1	-17
739446904	712378	61
739447221	941821	55
739447575	600672	51
739447889	-1	-17
739448243	964929	42
739448557	568223	43
739448910	967477	53
739449224	632014	33
739449578	861509	38
739449892	-1	-17
739450246	729662	33
739450560	637365	65
739450916	526209	35
739451231	1376925	34
739451584	596257	46
739451904	-1	-18
739452206	-1	-17
739452531	1398295	51
739452834	835766	45
739453148	-1	-17
739453460	-1	-17
739453774	-1	-17
739454139	758278	64
739454456	29468988	68
739454810	695212	68
739455130	681526	62
739455431	1387265	63
739455746	9307376	64
739456101	540346	32
739456420	1010247	53
739456781	-1	-17
739457095	2911786	64
739457449	1038794	61
739457768	1478711	69
739458127	477809	64
739458457	-1	-17
739458761	-1	-15
739459077	118986	65
739459437	-1	-17
739459753	680492	44
739460106	1049606	107
739460420	931170	65
739460775	560544	65
739461091	1022749	61
739461445	765006	63
739461763	1358714	62
739462124	578861	72
739462439	618518	57
739462794	-1	-17
739463109	718854	5
739463463	731532	66
739463777	2137690	63
739464131	-1	-17
739464451	1265266	52
739464804	345307	64
739465119	-1	-17
739465480	1400522	0
739465794	1006224	49
739466148	684348	39
739466468	315667	65
739466823	348526	64
739467138	500204	66
739467493	774111	67
739467813	-1	-17
739468168	-1	-18
739468483	268825	54
739468838	-1	-17
739469155	-1	-18
739469509	-1	-17
739469824	732019	65
739470178	1828191	64
739470498	2272248	48
739470860	724803	30
739471174	145589840	1
739471528	271662	62
739471842	432679	32
739472198	-1	-17
739472512	712401	64
739472873	-1	-17
739473193	-1	-17
739473547	2811973	59
739473872	585147	36
739474176	3752175	68
739474491	432764	36
739474849	-1	-17
739475164	547383	8
739475523	624722	46
739475843	2603812	61
739476200	461015	64
739476514	542613	55
739476868	1288930	63
739477182	692714	30
739477536	-1	-17
739477850	309729	53
739478215	756451	57
739478536	-1	-17
739478892	336971	46
739479212	412086	48
739479566	650587	61
739479883	508359	57
739480241	1117641	13
739480556	-1	-17
739480910	467824	46
739481230	191384	82
