739411410	158
739411725	294
739412084	453
739412398	443
739412753	126
739413067	275
739413426	1180
739413748	385
739414101	321
739414426	357
739414779	160
739415095	118
739415449	233
739415764	230
739416118	518
739416432	459
739416786	324
739417100	395
739417459	302
739417773	280
739418129	383
739418448	399
739418801	321
739419116	768
739419418	277
739419734	952
739420088	430
739420403	920
739420763	422
739421081	171
739421434	525
739421751	204
739422105	183
739422420	534
739422773	197
739423099	166
739423453	293
739423769	311
739424125	726
739424440	125
739424793	351
739425107	212
739425463	428
739425777	368
739426131	433
739426446	431
739426800	570
739427114	233
739427467	205
739427782	298
739428135	343
739428449	286
739428803	459
739429120	516
739429474	409
739429788	649
739430141	132
739430456	210
739430810	327
739431125	441
739431478	436
739431793	136
739432146	166
739432461	220
739432817	977
739433132	381
739433485	117
739433799	166
739434153	165
739434467	336
739434820	158
739435134	357
739435488	860
739435803	471
739436156	371
739436473	198
739436826	363
739437146	369
739437504	423
739437818	121
739438172	523
739438486	358
739438840	432
739439154	350
739439508	381
739439825	469
739440179	254
739440494	464
739440847	248
739441162	467
739441516	347
739441831	450
739442184	263
739442498	87
739442851	337
739443166	237
739443522	492
739443837	547
739444190	809
739444504	191
739444807	179
739445132	363
739445486	418
739445800	322
739446154	131
739446468	108
739446821	424
739447139	225
739447492	353
739447806	354
739448160	385
739448474	399
739448827	250
739449142	286
739449495	443
739449810	324
739450163	376
739450477	251
739450833	145
739451147	438
739451501	246
739451816	393
739452117	441
739452438	867
739452746	512
739453127	441
739453438	613
739453752	151
739454107	1685
739454434	306
739454788	1723
739455103	267
739455405	326
739455724	295
739456079	1581
739456393	350
739456754	3226
739457074	178
739457427	403
739457742	485
739458105	2736
739458420	712
739458729	343
739459054	1254
739459415	2204
739459730	146
739460085	325
739460399	81
739460753	1629
739461069	1293
739461423	1362
739461741	530
739462097	3244
739462417	270
739462772	1274
739463087	339
739463441	256
739463755	333
739464109	721
739464424	405
739464782	322
739465097	351
739465458	1155
739465773	585
739466126	585
739466446	638
739466801	1100
739467116	779
739467472	1722
739467786	815
739468146	1217
739468461	612
739468816	1483
739469133	344
739469487	493
739469802	625
739470157	1314
739470471	298
739470833	3467
739471153	489
739471506	740
739471821	163
739472176	2611
739472491	399
739472851	-1
739473166	344
739473526	950
739473840	235
739474144	382
739474469	517
739474822	576
739475142	492
739475496	1000
739475816	111
739476176	1217
739476492	489
739476846	1195
739477160	471
739477515	1598
739477829	351
739478184	1765
739478510	1890
739478870	3144
739479185	943
739479544	526
739479861	448
739480215	573
739480534	366
739480888	841
739481202	331
