739065768	49402284	2
739066087	151613312	2
739067221	18984456	1
739067527	-1	-18
739067847	19805404	3
739068150	-1	-18
739068470	8744628	3
739068780	121458408	2
739069104	22971794	2
739069409	-1	-18
739069729	-1	-17
739070042	10248951	22
739070363	5310143	4
739070671	135703152	4
739070990	16369311	2
739071295	135703552	3
739071616	-1	-18
739071920	39610824	2
739072240	76599256	2
739072544	178731504	2
739072864	-1	-18
739073168	73280064	3
739073494	15405746	3
739073797	244266240	2
739074121	54147704	2
739074425	-1	-18
739074746	-1	-18
739075050	99475240	2
739075371	83272744	2
739075674	41874240	2
739075993	333090976	1
739076298	42358416	2
739076619	15646972	2
739076923	814223744	2
739077242	69790568	1
739077546	15965149	2
739077866	13203603	2
739078172	50654376	1
739078493	24953448	2
739078798	-1	-18
739079118	-1	-18
739079422	-1	-18
739079742	51605560	2
739080046	36397344	2
739080365	54822872	2
739080670	-1	-18
739080990	75030784	2
739081293	79364776	2
739081614	-1	-18
739081919	42440144	1
739082239	-1	-18
739082547	-1	-18
739082867	25985824	2
739083171	29195190	2
739083493	39898356	3
739083797	-1	-18
739084117	-1	-18
739084421	98143080	3
739084741	43360988	3
739085045	-1	-18
739085365	174475632	4
739085671	-1	-18
739085991	63721776	2
739086295	-1	-18
739086616	549607104	2
739086919	68485960	3
739087240	15319867	2
739087544	31007090	3
739087864	39468572	3
739088168	-1	-18
739088489	46974412	3
739088794	28148504	2
739089113	28148488	1
739089417	20412244	2
739089737	-1	-18
739090041	83908520	1
739090361	14824012	1
739090666	-1	-18
739090987	44957072	2
739091291	52719448	2
739091610	18662148	2
739091914	17108174	2
739092234	-1	-18
739092539	47074996	2
739092857	-1	-18
739093163	14491763	3
739093483	47999980	3
739093788	-1	-18
739094109	22710734	2
739094417	12139153	2
739094737	29748334	2
739095041	323294880	2
739095360	72315816	2
739095664	16393735	2
739095984	309633376	2
739096288	35921568	3
739096608	32472670	3
739096914	18289516	2
739097233	271406304	3
739097538	55655764	2
739097858	17364924	3
739098163	17931472	2
739098484	14539681	2
739098788	5496398336	2
739099107	226637776	2
739099411	45800000	2
739099731	17188424	2
739100035	274798624	2
739100357	-1	-18
739100661	35804568	3
739100980	16479759	2
739101284	7817921	3
739101604	19681296	2
739101908	12833612	2
739102229	-1	-18
739102533	-1	-18
739102853	49071432	2
739103157	-1	-18
739103477	46477800	2
739103781	-1	-18
739104102	35230768	2
739104407	173102560	2
739104726	12526495	2
739105030	-1	-18
739105350	78234832	2
739105658	32714266	3
739105978	31814740	2
739106284	52593276	3
739106604	91983504	3
739106908	55375272	3
739107227	-1	-18
739107531	224327504	2
739107851	35118240	2
739108812	-1	-18
739109116	10910166	2
739109436	32472670	2
739109740	14092313	2
739110061	-1	-18
739110365	-1	-18
739110686	-1	-18
739110990	35921600	3
739111310	-1	-18
739111614	-1	-18
739111948	-1	-18
739112263	-1	-18
739112583	16541773	2
739112886	-1	-18
739113205	54281452	2
739113514	23437082	1
739113835	40411792	3
739114139	-1	-18
739114460	36762540	2
739114765	33769560	2
739115085	19301142	2
739115399	31360924	3
739115720	48853300	2
739116030	137400960	3
739116355	20565000	2
739116669	54014796	3
739116989	63537448	2
739117298	111593896	3
739117618	57852544	2
739117928	9091814	2
739118248	26171440	3
739118554	-1	-18
739118881	-1	-18
739119184	13852557	2
739119505	16976048	2
739119809	14453645	2
739120129	38100476	3
739120433	26974248	2
739120755	83272448	4
739121059	-1	-18
739121379	21962050	3
739121689	13116945	3
739122009	11432132	3
739122313	34243004	3
739122640	10084405	2
739122943	47584476	3
739123269	98583144	3
739123574	31450670	4
739123894	128561752	3
739124197	41557672	3
739124518	29548370	2
739124822	40938608	4
739125141	59416236	4
739125445	69569624	2
739125765	23817990	2
739126069	63721776	3
739126389	39117484	2
739126695	32811914	4
739127016	141832944	2
739127321	14266066	2
739127640	16705167	2
739127943	59901892	2
739128263	54959988	2
739128567	-1	-18
739128887	23165452	2
739129191	22899978	2
739129513	113319728	2
739129817	42770392	2
739130137	130083096	2
739130443	407119040	2
739130764	-1	-18
739131068	54147828	2
739131388	231412192	3
739131692	488532480	2
739132012	23869732	2
739132316	26974280	2
739132635	17573136	2
739132944	-1	-18
739133264	29869564	3
739133568	89730656	2
739133889	-1	-18
739134193	17055074	2
739134517	34349956	2
739134826	71376608	2
739135156	-1	-18
739135459	-1	-18
739135779	333093376	2
739136083	33258688	3
739136403	26391352	2
739136708	79079168	2
739137028	-1	-18
739137332	-1	-18
739137652	38100544	3
739137956	-1	-18
739138274	25444436	3
739138580	-1	-18
739138901	40411752	2
739139205	28926288	4
739139525	50077432	3
739139829	82646536	2
739140149	98583144	2
739140453	16418225	2
739140778	-1	-18
739141082	-1	-18
739141402	9194475	3
739141707	12505127	2
739142026	70236480	3
739142331	146559904	2
739142651	99475456	2
739142956	58158688	2
739143275	14578255	3
739143579	12969913	3
739143899	26550768	2
739144203	16479747	3
739144523	20280450	2
739144827	42770392	3
739145148	64280700	3
739145457	45704740	3
739145778	49402284	4
739146082	42687352	3
739146403	247010608	2
739146707	29950984	3
739147028	-1	-18
739147332	21701876	2
739147654	-1	-18
739147958	17337544	3
739148277	-1	-18
739148581	103697704	3
739148903	58780808	2
739149207	57249884	4
739149527	29548388	3
739149832	31586244	3
739150153	-1	-18
739150458	-1	-18
739150778	31050902	2
739151087	29748334	2
739151407	42853800	2
739151710	70012712	2
