739065712	151
739066029	565
739067163	1275
739067470	2475
739067789	645
739068094	437
739068412	1333
739068723	-1
739069046	-1
739069351	556
739069670	782
739069976	360
739070304	1111
739070612	1073
739070932	134
739071237	314
739071557	603
739071863	354
739072182	189
739072487	641
739072806	1352
739073112	351
739073430	450
739073741	231
739074060	2185
739074368	202
739074688	325
739074993	381
739075312	1329
739075618	343
739075936	181
739076241	1080
739076561	1314
739076866	462
739077184	382
739077489	477
739077808	1278
739078114	631
739078435	2439
739078742	166
739079060	589
739079366	476
739079685	1105
739079989	152
739080308	840
739080614	1335
739080932	811
739081237	296
739081556	1416
739081862	501
739082181	2081
739082489	493
739082809	1246
739083115	374
739083433	1005
739083740	320
739084059	1654
739084365	373
739084683	847
739084988	447
739085308	1475
739085614	1663
739085933	1239
739086239	274
739086558	414
739086863	344
739087182	1449
739087487	234
739087806	583
739088111	396
739088432	2221
739088737	449
739089055	452
739089360	272
739089680	1057
739089985	182
739090303	423
739090610	369
739090929	1473
739091234	63
739091552	466
739091857	450
739092176	1122
739092482	513
739092800	384
739093106	1346
739093425	1235
739093731	1084
739094051	1865
739094358	2202
739094680	1210
739094984	116
739095302	590
739095608	226
739095926	839
739096231	333
739096551	1530
739096857	1639
739097176	431
739097481	859
739097800	932
739098106	471
739098427	1306
739098731	201
739099050	927
739099355	302
739099673	840
739099978	351
739100298	2018
739100604	157
739100923	160
739101227	448
739101546	955
739101851	265
739102169	496
739102476	332
739102795	1222
739103101	430
739103419	531
739103724	404
739104045	2222
739104350	222
739104668	481
739104974	311
739105292	262
739105597	271
739105920	338
739106225	268
739106546	1323
739106852	347
739107170	270
739107475	402
739107793	1098
739108754	813
739109059	344
739109378	744
739109683	460
739110003	1710
739110308	231
739110628	463
739110933	215
739111252	726
739111557	882
739111881	-1
739112195	349
739112525	636
739112830	326
739113147	96
739113452	446
739113777	2294
739114083	535
739114401	431
739114709	257
739115027	979
739115332	207
739115662	1207
739115968	1137
739116292	929
739116602	239
739116931	889
739117236	460
739117561	1443
739117866	1233
739118190	1029
739118496	228
739118818	3393
739119128	98
739119447	1258
739119753	237
739120071	767
739120376	348
739120697	2823
739121002	387
739121321	1274
739121626	172
739121951	542
739122257	281
739122577	475
739122887	117
739123206	1351
739123518	398
739123836	240
739124141	286
739124460	1693
739124765	628
739125083	226
739125388	416
739125707	1149
739126013	269
739126331	524
739126637	226
739126957	745
739127264	145
739127582	258
739127887	235
739128206	1210
739128510	487
739128829	130
739129134	537
739129453	1294
739129760	396
739130079	1607
739130385	379
739130706	1436
739131011	367
739131330	1827
739131635	458
739131954	1189
739132259	533
739132577	457
739132882	311
739133206	1189
739133511	177
739133831	1671
739134137	490
739134458	1886
739134764	834
739135088	1040
739135403	381
739135721	437
739136026	455
739136345	1320
739136651	1244
739136970	366
739137275	190
739137594	1438
739137899	323
739138217	242
739138523	451
739138843	2095
739139148	698
739139467	393
739139772	139
739140091	1324
739140397	634
739140715	154
739141025	470
739141344	1074
739141650	441
739141968	280
739142273	468
739142593	1311
739142899	1154
739143218	477
739143523	321
739143841	394
739144146	251
739144465	1300
739144770	402
739145090	2080
739145396	370
739145720	1383
739146025	230
739146345	624
739146650	337
739146970	2215
739147276	485
739147595	1640
739147901	342
739148219	268
739148524	448
739148845	2677
739149150	198
739149470	1232
739149775	583
739150094	581
739150401	554
739150720	1279
739151025	318
739151349	372
739151654	257
739151972	663
