739065677	196
739065980	197
739067113	198
739067433	200
739067740	195
739068059	196
739068363	195
739068683	198
739068992	195
739069316	196
739069621	196
739069941	196
739070254	195
739070576	198
739070883	196
739071202	196
739071507	196
739071828	198
739072133	196
739072452	196
739072756	197
739073077	197
739073381	196
739073706	197
739074010	197
739074334	198
739074638	196
739074958	196
739075262	195
739075583	195
739075886	196
739076206	196
739076510	196
739076831	197
739077135	194
739077454	197
739077758	194
739078079	194
739078384	195
739078707	196
739079011	196
739079330	195
739079635	196
739079955	198
739080258	195
739080578	198
739080882	198
739081203	196
739081506	195
739081827	197
739082131	196
739082452	292
739082759	195
739083080	197
739083383	195
739083705	197
739084009	197
739084330	196
739084634	196
739084953	196
739085257	197
739085578	196
739085883	195
739086204	199
739086507	195
739086828	197
739087132	196
739087453	195
739087756	195
739088076	195
739088380	195
739088702	195
739089006	195
739089326	196
739089630	196
739089950	197
739090254	197
739090575	197
739090879	195
739091199	195
739091503	196
739091822	196
739092126	196
739092447	195
739092751	197
739093071	195
739093375	195
739093696	195
739094000	195
739094322	196
739094629	196
739094949	195
739095253	197
739095573	195
739095877	195
739096197	195
739096500	196
739096821	197
739097126	198
739097446	196
739097750	196
739098071	196
739098375	195
739098696	195
739099000	199
739099320	196
739099624	195
739099943	197
739100248	195
739100570	196
739100874	197
739101193	198
739101497	196
739101817	197
739102120	195
739102441	197
739102745	197
739103065	198
739103369	196
739103689	196
739103993	196
739104315	196
739104619	196
739104939	195
739105243	195
739105562	195
739105871	195
739106190	196
739106496	195
739106817	195
739107121	195
739107440	194
739107744	194
739108064	196
739108097	194
739108704	195
739109024	194
739109328	195
739109648	195
739109953	197
739110274	196
739110577	195
739110899	195
739111202	196
739111522	196
739111827	194
739112161	194
739112476	195
739112795	195
739113099	196
739113417	197
739113726	197
739114047	196
739114351	195
739114674	195
739114978	195
739115297	196
739115612	197
739115933	195
739116243	195
739116567	195
739116881	196
739117201	195
739117510	196
739117831	195
739118140	196
739118461	197
739118766	196
739119094	195
739119397	197
739119718	197
739120021	196
739120341	197
739120645	199
739120967	196
739121271	195
739121591	198
739121902	195
739122222	197
739122526	197
739122852	196
739123156	196
739123482	195
739123787	196
739124106	196
739124410	196
739124730	197
739125034	195
739125353	197
739125657	198
739125978	196
739126281	198
739126603	197
739126908	197
739127228	197
739127533	196
739127852	196
739128156	197
739128476	196
739128779	196
739129099	197
739129403	195
739129725	196
739130029	196
739130350	196
739130656	197
739130976	195
739131280	197
739131600	199
739131904	198
739132225	198
739132528	198
739132847	199
739133156	198
739133477	198
739133781	198
739134101	199
739134406	199
739134729	198
739135038	199
739135368	198
739135672	199
739135991	198
739136295	199
739136616	197
739136920	197
739137240	197
739137544	197
739137864	200
739138168	199
739138489	198
739138792	199
739139113	198
739139417	197
739139738	199
739140041	197
739140361	199
739140665	200
739140990	199
739141294	199
739141615	198
739141919	199
739142238	199
739142544	200
739142864	197
739143168	197
739143488	200
739143792	198
739144111	199
739144415	197
739144735	197
739145039	197
739145361	197
739145670	196
739145991	198
739146294	198
739146616	197
739146919	197
739147241	197
739147545	197
739147866	197
739148170	197
739148489	197
739148793	198
739149115	196
739149419	196
739149740	199
739150044	197
739150366	198
739150670	198
739150990	197
739151300	197
739151619	197
739151923	199
