740102410	415	False	200
740103050	391	False	200
740103697	364	False	200
740104335	2662	False	200
740104978	402	False	200
740105614	474	False	200
740106251	478	False	200
740106890	420	False	200
740107527	486	False	200
740108168	394	False	200
740108805	396	False	200
740109442	477	False	200
740110079	481	False	200
740110718	386	False	200
740111355	437	False	200
740111992	428	False	200
740112629	480	False	200
740113265	405	False	200
740113903	396	False	200
740114544	415	False	200
740115183	408	False	200
740115820	479	False	200
740116458	480	False	200
740117095	480	False	200
740117732	406	False	200
740118369	369	False	200
740119007	388	False	200
740119644	401	False	200
740120280	326	False	200
740120917	396	False	200
740121553	274	False	200
740122190	378	False	200
740122828	492	False	200
740123465	442	False	200
740124102	385	False	200
740124738	356	False	200
740125375	436	False	200
740126012	416	False	200
740126651	482	False	200
740127290	479	False	200
740127926	453	False	200
740128564	422	False	200
740129202	376	False	200
740129840	2206	False	200
740130482	478	False	200
740131738	478	False	200
740132378	3363	False	200
740133014	404	False	200
740133651	382	False	200
740134293	439	False	200
740134931	410	False	200
740135568	482	False	200
740136206	376	False	200
740136843	518	False	200
740137481	500	False	200
740138118	368	False	200
740138757	400	False	200
740139393	415	False	200
740140036	494	False	200
740140673	126	False	200
