739584126	10787043	2
739584468	101777512	2
739584777	-1	-18
739585127	22617280	3
739585435	106202528	2
739585779	271407904	3
739586090	-1	-18
739586437	-1	-18
739586746	65041640	1
739587089	11699833	2
739587397	24052528	3
739587740	-1	-18
739588049	646580672	2
739588391	33058674	4
739588701	-1	-18
739589042	68062032	3
739589352	71843088	3
739589694	-1	-18
739590006	18838050	5
739590349	27411452	3
739590665	35980328	2
739591008	-1	-18
739591322	23638690	2
739591668	29156492	2
739591977	17489248	4
739592322	-1	-18
739592637	21261144	3
739592980	17960772	3
739593288	-1	-18
739593630	113906832	4
739593939	19752006	2
739594283	13077932	3
739594594	-1	-18
739594936	50306604	2
739595244	-1	-18
739595586	458005888	3
739595895	20720068	4
739596237	12455529	3
739596546	9898248	3
739596886	7927872	3
739597195	134049144	5
739597539	20058400	3
739597848	-1	-18
739598189	9091814	3
739598500	11986910	3
739598842	145589376	4
739599151	25924528	4
739599495	68485960	2
739599803	50888924	2
739600146	224325312	3
739600454	28476690	4
739600796	19216790	2
739601104	81725040	2
739601447	15613637	3
739601756	159304336	2
739602100	52973496	2
739602411	30661086	2
739602752	111593896	2
739603061	25038746	2
739603403	42276964	2
739603711	13680146	2
739604053	34403760	3
739604361	42687312	4
739604706	67643016	3
739605015	13227447	2
739605356	28366448	1
739605664	18442962	2
739606008	20977112	1
739606319	-1	-18
739606662	42276964	3
739606971	34403732	3
739607320	62277592	2
739607628	10345412	2
739607971	31907106	3
739608280	-1	-18
739608627	31860888	2
739608936	22432632	2
739609283	-1	-18
739609592	15036933	3
739609938	81725184	5
739610254	-1	-18
739610599	9419023	4
739610908	68486168	3
739611250	13380397	3
739611558	26518696	5
739611901	11902547	3
739612210	31450648	3
739612561	-1	-18
739612870	-1	-18
739613212	-1	-18
739613520	247011952	2
739613862	785146304	2
739614172	37838252	3
739614515	54822940	2
739614823	338215072	2
739615166	38500872	3
739615475	-1	-18
739615822	16579189	3
739616131	20603564	3
739616475	90842760	3
739616784	11210602	3
739617125	44501984	5
739617434	-1	-18
739617777	16479753	2
739618088	9938520	4
739618429	12193012	4
739618738	-1	-18
739619081	26078308	2
739619390	-1	-18
739619732	10656329	2
739620041	10926441	2
739620383	6783092	3
739620692	35174372	2
739621041	12540778	2
739621350	29668028	3
739621698	203556832	3
739622014	38840956	2
739622357	49625248	2
739622666	13595550	2
739623009	-1	-18
739623317	26109250	2
739623670	-1	-18
739623979	15547383	3
739624300	83589648	2
739624609	14425195	5
739624951	7773687	3
739625260	15078193	4
739625607	14646236	4
739625918	39397844	3
739626260	13179847	2
739626629	15569392	5
