740102420	8
740102744	9
740103061	6
740103386	9
740103708	8
740104028	8
740104346	7
740104668	8
740104988	7
740105309	7
740105625	7
740105947	12
740106262	10
740106584	12
740106900	11
740107222	11
740107537	10
740107864	10
740108179	9
740108500	527
740108816	9
740109138	7
740109453	7
740109774	7
740110090	6
740110411	6
740110729	13
740111050	7
740111366	7
740111687	7
740112003	7
740112324	7
740112639	9
740112961	8
740113276	9
740113598	8
740113913	8
740114240	8
740114555	7
740114878	9
740115194	7
740115515	8
740115831	7
740116154	7
740116469	8
740116790	6
740117106	11
740117427	7
740117743	7
740118064	7
740118380	12
740118703	11
740119018	12
740119339	9
740119655	10
740119976	8
740120291	8
740120612	7
740120927	7
740121249	7
740121564	7
740121886	7
740122201	9
740122522	6
740122839	8
740123160	9
740123476	7
740123797	9
740124112	11
740124434	7
740124749	11
740125071	8
740125386	11
740125707	8
740126023	11
740126344	9
740126661	9
740126985	6
740127300	7
740127622	8
740127937	6
740128259	6
740128575	8
740128897	6
740129212	7
740129534	6
740129851	8
740130177	8
740130493	6
740130816	8
740131141	9
740131463	7
740131779	8
740132100	6
740132419	7
740132739	7
740133055	7
740133376	7
740133692	9
740134019	6
740134334	6
740134657	7
740134972	7
740135294	7
740135609	7
740135931	6
740136247	8
740136568	7
740136884	7
740137205	7
740137522	12
740137843	7
740138159	8
740138480	12
740138798	9
740139119	12
740139434	8
740139756	9
740140076	13
740140398	9
740140714	10
