739584076	1213178	74
739584417	3320843	64
739584727	866432	71
739585075	-1	-17
739585385	2170830	87
739585727	-1	-18
739586039	791474	48
739586385	-1	-17
739586696	306645	22
739587036	1906017	23
739587347	250085	1
739587688	-1	-17
739587999	-1	-17
739588340	-1	-17
739588650	1567485	103
739588991	1544254	26
739589301	306508	111
739589643	313425	29
739589955	-1	-18
739590297	1515824	107
739590615	-1	-17
739590956	4297948	109
739591272	-1	-17
739591616	6398149	31
739591927	-1	-17
739592270	324933	113
739592586	-1	-17
739592928	-1	-17
739593237	-1	-18
739593578	3434460	23
739593889	5726476	114
739594229	10144899	25
739594544	603707	2
739594884	-1	-17
739595194	1353361	39
739595534	259013	31
739595844	-1	-17
739596185	194679	25
739596495	325414	26
739596835	264896	25
739597145	4965889	1
739597487	2451656	24
739597797	-1	-17
739598137	5480926	115
739598449	-1	-17
739598790	-1	-18
739599100	268421	113
739599443	249562	24
739599753	350745	87
739600094	-1	-17
739600403	261406	26
739600744	337628	30
739601054	314560	21
739601395	263559	112
739601705	276751	0
739602048	300122	114
739602360	236376	113
739602700	1481101	27
739603011	-1	-17
739603351	-1	-17
739603661	360062	29
739604001	-1	-17
739604311	-1	-17
739604654	1137534	46
739604964	-1	-18
739605304	253830	22
739605614	302497	112
739605956	280805	102
739606268	-1	-17
739606610	290198	115
739606921	2280972	0
739607263	-1	-18
739607578	308465	96
739607919	-1	-17
739608229	630600	111
739608575	-1	-17
739608886	6418694	101
739609227	466811	26
739609542	240807	102
739609887	48744992	72
739610204	-1	-17
739610547	377894	22
739610858	1998516992	28
739611198	277491	77
739611508	8534164	104
739611849	379840	115
739612160	2340467	116
739612509	-1	-17
739612819	1767486	118
739613160	274001	115
739613470	520664	0
739613810	-1	-17
739614122	536509	0
739614463	3556130	25
739614773	1999091	114
739615114	360446	22
739615425	-1	-17
739615771	323798	21
739616081	484463	114
739616423	485008	123
739616733	212654	113
739617074	4682428	100
739617384	1026043	114
739617725	242432	110
739618038	215257	38
739618378	-1	-18
739618688	1264320	112
739619029	-1	-18
739619340	829303	22
739619680	277092	113
739619990	-1	-18
739620331	244057	109
739620641	201745	0
739620989	9659043	110
739621300	263907	31
739621646	-1	-17
739621964	3459867	47
739622305	510448	68
739622616	239167	106
739622957	266469	83
739623267	193082	110
739623618	488337	44
739623928	-1	-17
739624249	-1	-17
739624559	-1	-17
739624899	305800	107
739625210	1247035	25
739625555	-1	-17
739625868	-1	-17
739626208	-1	-17
739626579	2967602	109
