739041059	18967998	191
739041628	41636860	190
739042249	107237072	192
739042873	24562880	190
739043495	293131936	190
739044118	27722548	190
739044748	-1	-18
739045371	610508736	191
739045995	-1	-18
739046618	21426920	191
739047241	30661006	191
739047865	-1	-18
739048492	88641696	191
739049115	30919626	191
739049739	17587308	192
739050362	-1	-18
739050986	646662336	191
739051611	-1	-18
739052235	16320757	191
739052859	30533060	191
739053483	17094814	191
739054107	20355772	191
739054730	137407504	191
739055360	56659444	192
739055983	11193520	191
739056608	29548294	191
739057231	29951102	190
739057855	49964116	191
739058478	55656976	192
739059106	25038950	190
739059730	23288116	191
739060353	25503804	191
739060978	-1	-18
739061602	-1	-18
739062226	-1	-17
739062863	-1	-18
739063493	22852472	191
739064118	34350184	191
739064745	26875344	191
739065372	8871696	191
