739411814	412	False	200
739412483	478	False	200
739413157	385	False	200
739413833	390	False	200
739414511	400	False	200
739415179	379	False	200
739415849	418	False	200
739416517	411	False	200
739417190	432	False	200
739417857	315	False	200
739418532	460	False	200
739419209	3221	False	200
739419819	391	False	200
739420493	394	False	200
739421165	471	False	200
739421836	419	False	200
739422505	473	False	200
739423184	793	False	200
739423855	151	False	200
739424524	477	False	200
739425191	389	False	200
739425862	380	False	200
739426530	489	False	200
739427198	414	False	200
739427866	373	False	200
739428534	374	False	200
739429205	413	False	200
739429872	379	False	200
739430541	424	False	200
739431209	439	False	200
739431877	481	False	200
739432548	373	False	200
739433216	433	False	200
739433884	494	False	200
739434551	376	False	200
739435219	425	False	200
739435887	320	False	200
739436557	420	False	200
739437235	399	False	200
739437902	478	False	200
739438570	476	False	200
739439239	413	False	200
739439910	680	False	200
739440578	407	False	200
739441246	453	False	200
739441914	159	False	200
739442582	476	False	200
739443250	403	False	200
739443921	394	False	200
739445217	478	False	200
739445885	378	False	200
739446552	436	False	200
739447223	430	False	200
739447890	281	False	200
739448558	409	False	200
739449226	413	False	200
739449894	407	False	200
739450561	488	False	200
739451232	421	False	200
739451908	3154	False	200
739453167	-1	False	-1
739453776	517	False	200
739454457	416	False	200
739455134	3839	False	200
739455747	391	False	200
739456422	420	False	200
739457097	433	False	200
739457770	549	False	200
739458458	357	False	200
739459754	504	False	200
739460422	356	False	200
739461092	185	False	200
739461764	391	False	200
739462441	946	False	200
739463111	486	False	200
739463778	481	False	200
739464452	412	False	200
739465796	480	False	200
739466470	482	False	200
739467140	428	False	200
739467815	495	False	200
739468484	450	False	200
739469157	510	False	200
739469825	415	False	200
739470499	487	False	200
739471176	458	False	200
739471844	357	False	200
739472516	580	False	200
739473195	398	False	200
739473874	425	False	200
739474492	420	False	200
739475166	420	False	200
739475844	541	False	200
739476515	412	False	200
739477183	467	False	200
739477852	330	False	200
739478538	434	False	200
739479214	379	False	200
739479884	397	False	200
739480557	403	False	200
